Lighting,Weather,HWY_Factor,Factors_Ro,X,Y,Crash_Seve,Crash_Date,Distance,Dir,Agency,Accident_R,AREA,PERIMETER,WARD,ACRES,SQ_MILES,AREA_1,LEN,Primary_St,Secondary_
DAYLIGHT,CLEAR,NONE,DRY,-115.24603049999999,36.26300435,INJURY CRASH,02/13/2016,0,AT INT,LVMPD,2223238,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,ANN RD,BLOOMING ST
DAYLIGHT,CLEAR,NONE,DRY,-115.24226019999999,36.22628403,INJURY CRASH,02/13/2016,286,N,LVMPD,2223247,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,RAINBOW BLVD,GOWAN RD
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.27912450000001,36.23361443,INJURY CRASH,02/13/2016,0,AT INT,LVMPD,2223269,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,W ALEXANDER RD,N DURANGO DR
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.2422072,36.24029064,INJURY CRASH,02/13/2016,0,AT INT,NHP,2226670,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,RAINBOW BLVD,SR573
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.29747990000001,36.26253976,INJURY CRASH,02/13/2016,0,AT INT,LVMPD,2223267,184898368.163071,153149.59033016,0,4244.699443500001,6.63234288,184898368.163,153149.59033,ANN RD,FORT APACHE RD
DAYLIGHT,CLEAR,NONE,DRY,-115.21053700000002,36.29095076,PROPERTY DAMAGE ONLY,02/14/2016,14,E,LVMPD,2309740,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,ELKHORN RD,THOM BLVD
DAYLIGHT,CLOUDY,NONE,DRY,-115.2693945,36.30212455,INJURY CRASH,02/14/2016,0,AT INT,LVMPD,2223297,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N CIMARRON RD,AMBER GAZEBO AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.27882749999999,36.27716507,INJURY CRASH,02/14/2016,0,AT INT,LVMPD,2223301,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,W CENTENNIAL PKWY,GRAND MONTECITO PKWY
DAYLIGHT,CLEAR,NONE,DRY,-115.2906695,36.28959268,PROPERTY DAMAGE ONLY,02/14/2016,15,S,LVMPD,2230483,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,BEVERLY ANNE ST,BRIAN CHRISTOPHER AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.2952235,36.15091701,INJURY CRASH,02/14/2016,0,AT INT,LVMPD,2223316,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,FORT APACHE RD,RED HILLS RD
,CLEAR,,,-115.17758290000002,36.14417438,PROPERTY DAMAGE ONLY,02/15/2016,0,AT INT,LVMPD,2223324,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR589,PASEO DEL PRADO
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.33734229999999,36.16632703,INJURY CRASH,02/14/2016,750,N,NHP,2226687,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,CC215N,SR159 TO CC215N
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.0891159,36.18820123,INJURY CRASH,02/14/2016,0,AT INT,LVMPD,2223282,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,N SANDHILL RD,OWENS AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.11578590000002,36.16644811,INJURY CRASH,02/14/2016,11,W,LVMPD,2223285,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,STEWART AVE
,CLEAR,,,-115.0621797,36.17759438,PROPERTY DAMAGE ONLY,02/14/2016,0,AT INT,LVMPD,2223303,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR612,HARRIS AVE
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.16774280000001,36.14773728,PROPERTY DAMAGE ONLY,02/14/2016,200,S,NHP,2226684,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DAYLIGHT,CLOUDY,NONE,DRY,-115.15935290000002,36.15870789,INJURY CRASH,02/14/2016,10,S,NHP,2226709,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N TO SR159E INT41,SR159
DARK - SPOT LIGHTING,CLOUDY,NONE,DRY,-115.16439579999998,36.15153881,PROPERTY DAMAGE ONLY,02/14/2016,1500,N,NHP,2226714,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.16295590000001,36.1531729,INJURY CRASH,02/14/2016,750,S,NHP,2226715,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,IR15N TO SR159E INT41
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1671529,36.14840858,PROPERTY DAMAGE ONLY,02/14/2016,100,N,NHP,2226720,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.11584109999998,36.1671722,PROPERTY DAMAGE ONLY,02/14/2016,0,AT INT,NHP,2226722,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,FRCL53 N/S TO US95S INT73
DARK - SPOT LIGHTING,CLEAR,UNKNOWN,DRY,-115.11612849999999,36.18847867,INJURY CRASH,02/14/2016,50,N,NLPD,2227770,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,CIVIC CENTER DR,OWENS AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.1742433,36.17525548,PROPERTY DAMAGE ONLY,02/14/2016,5,N,NHP,2226710,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR599,SR599 TO US95N INT77
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.1923273,36.15885576,INJURY CRASH,02/14/2016,45,E,LVMPD,2223287,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR159,S VALLEY VIEW BLVD
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.21045749999999,36.16785608,PROPERTY DAMAGE ONLY,02/14/2016,718,N,LVMPD,2223317,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,BRUSH ST,ALTA DR
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.16006809999999,36.16547176,PROPERTY DAMAGE ONLY,02/14/2016,650,N,NHP,2226719,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,IR15S TO MLK/SR159 INT41
DAYLIGHT,CLEAR,NONE,DRY,-115.19936799999999,36.1739431,PROPERTY DAMAGE ONLY,02/14/2016,500,W,NHP,2226698,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO VALLEY VIEW BLVD N/S
DAYLIGHT,CLOUDY,NONE,DRY,-115.18551780000001,36.17547982,INJURY CRASH,02/14/2016,900,W,NHP,2226702,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO SR599S INT77
DAYLIGHT,CLEAR,NONE,DRY,-115.17354009999998,36.17406802,INJURY CRASH,02/14/2016,20,S,NHP,2226708,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR599,SR599 N TO US95/IR15S INT77
DAYLIGHT,CLOUDY,NONE,DRY,-115.1806632,36.17501416,PROPERTY DAMAGE ONLY,02/14/2016,550,S,NHP,2226696,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO SR599S INT77
DAYLIGHT,CLEAR,NONE,DRY,-115.15998219999999,36.16587796,PROPERTY DAMAGE ONLY,02/14/2016,800,N,NHP,2226712,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,IR15S TO MLK/SR159 INT41
DAYLIGHT,CLEAR,NONE,DRY,-115.14029340000002,36.17191195,INJURY CRASH,02/14/2016,0,AT INT,LVMPD,2223302,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,STEWART AVE,N 4TH ST
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.15991499999998,36.19648678,PROPERTY DAMAGE ONLY,02/14/2016,261,E,LVMPD,2223313,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,HART AVE,MARTIN L KING BLVD
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.1863767,36.18880778,PROPERTY DAMAGE ONLY,02/14/2016,200,N,LVMPD,2223315,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SR599,VEGAS DR
DARK - SPOT LIGHTING,CLEAR,NONE,,-115.1422075,36.17462828,PROPERTY DAMAGE ONLY,02/14/2016,100,S,NHP,2226690,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S,US95S TO SR604 N/S INT75B
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1422075,36.17462828,INJURY CRASH,02/14/2016,100,S,NHP,2226691,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S,US95S TO SR604 N/S INT75B
DARK - UNKNOWN LIGHTING,CLEAR,NONE,WET,-115.15653259999999,36.17273075,PROPERTY DAMAGE ONLY,02/14/2016,1000,N,NHP,2234202,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO IR15S INT42,IR15S
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.2332096,36.28674471,PROPERTY DAMAGE ONLY,02/14/2016,35,E,LVMPD,2223283,79754033.88435799,70999.41665965,0,1830.90800968,2.86079377,79754033.8843,70999.41665960001,W DORRELL LN,N TORREY PINES DR
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.288018,36.29495063,INJURY CRASH,02/15/2016,0,AT INT,LVMPD,2223321,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N DURANGO DR,OSO BLANCA RD
DAYLIGHT,CLEAR,NONE,DRY,-115.2075074,36.25095421,INJURY CRASH,02/15/2016,445,S,LVMPD,2223334,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N DECATUR BLVD,CANDLAS WAY
DAYLIGHT,CLEAR,NONE,DRY,-115.20650970000001,36.27662577,PROPERTY DAMAGE ONLY,02/15/2016,280,N,NHP,2226733,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N DECATUR BLVD,CC215S TO DECATUR BLVD INT41
DAYLIGHT,CLEAR,NONE,DRY,-115.2872621,36.29713213,PROPERTY DAMAGE ONLY,02/15/2016,55,N,NHP,2226739,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,US95S TO DURANGO DR INT93,N DURANGO DR
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.28724409999998,36.16771398,PROPERTY DAMAGE ONLY,02/15/2016,453,N,LVMPD,2223329,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,RAMPART BLVD,ALTA DR
,CLEAR,INACTIVE WORK ZONE,,-115.29720630000001,36.13336917,PROPERTY DAMAGE ONLY,02/15/2016,15,N,LVMPD,2223356,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,FORT APACHE RD,LAKE SOUTH DR
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.13900659999999,36.16939873,INJURY CRASH,02/15/2016,152,S,LVMPD,2223325,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,N 6TH ST,E OGDEN AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.1160206,36.16136812,PROPERTY DAMAGE ONLY,02/15/2016,8,N,LVMPD,2223327,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,VALLEY ST
DAYLIGHT,CLEAR,NONE,DRY,-115.12150759999999,36.17382851,PROPERTY DAMAGE ONLY,02/15/2016,0,AT INT,LVMPD,2223353,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,E BONANZA RD,N 20TH ST
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.0772815,36.18081555,INJURY CRASH,02/15/2016,0,AT INT,LVMPD,2223357,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,E WASHINGTON AVE,SLUMPSTONE WAY
DAYLIGHT,CLEAR,NONE,DRY,-115.1159746,36.16952963,PROPERTY DAMAGE ONLY,02/15/2016,75,N,NHP,2226728,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,FRCL53S TO US95N INT73
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.16439579999998,36.15153881,PROPERTY DAMAGE ONLY,02/15/2016,1500,N,NHP,2226726,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DAYLIGHT,CLEAR,NONE,DRY,-115.1952715,36.15887355,PROPERTY DAMAGE ONLY,02/15/2016,10,W,LVMPD,2223335,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR159,HINSON ST
DAYLIGHT,CLEAR,NONE,DRY,-115.25088400000001,36.16800835,INJURY CRASH,02/15/2016,610,N,LVMPD,2223344,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,ANTELOPE WAY,ALTA DR
DAYLIGHT,CLEAR,NONE,DRY,-115.16771990000001,36.14391582,PROPERTY DAMAGE ONLY,02/15/2016,800,E,NHP,2226745,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR589,SR589W/E TO IR15N INT40
DAYLIGHT,CLEAR,NONE,WET,-115.1996814,36.17383872,PROPERTY DAMAGE ONLY,02/15/2016,600,W,NHP,2226736,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO VALLEY VIEW BLVD N/S
DARK - SPOT LIGHTING,CLOUDY,NONE,DRY,-115.200084,36.1737093,PROPERTY DAMAGE ONLY,02/15/2016,100,E,NHP,2226759,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,DECATUR BLVD N/S TO US95S INT79
DAYLIGHT,CLEAR,NONE,DRY,-115.23106409999998,36.17362365,PROPERTY DAMAGE ONLY,02/15/2016,100,N,NHP,2226753,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO SR596 INT80
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1750145,36.17521677,PROPERTY DAMAGE ONLY,02/15/2016,200,S,NHP,2226724,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95N,MILE MARKER 76.76
DAYLIGHT,CLEAR,NONE,DRY,-115.16017140000001,36.16495371,PROPERTY DAMAGE ONLY,02/15/2016,1375,S,NHP,2226743,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,US95S TO IR15S INT42
,CLEAR,INACTIVE WORK ZONE,,-115.16080009999999,36.19555919,PROPERTY DAMAGE ONLY,02/15/2016,0,AT INT,LVMPD,2223358,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,LAKE MEAD BLVD,MARTIN L KING BLVD
,CLEAR,,,-115.1607811,36.18057454,PROPERTY DAMAGE ONLY,02/15/2016,50,S,LVMPD,2223365,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,MARTIN L KING BLVD,W WASHINGTON AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.17929709999999,36.1809424,PROPERTY DAMAGE ONLY,02/15/2016,30,W,LVMPD,2223368,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,W WASHINGTON AVE,SR599
DAYLIGHT,CLEAR,NONE,DRY,-115.2444051,36.20141951,PROPERTY DAMAGE ONLY,02/15/2016,136,S,NHP,2226747,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,RAINBOW BLVD TO US95N INT82,US95N
DAYLIGHT,CLEAR,NONE,DRY,-115.16077390000001,36.17574289,PROPERTY DAMAGE ONLY,02/15/2016,20,N,NHP,2226737,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,MARTIN L KING BLVD,IR15N TO MLK N/S INT42
DAYLIGHT,CLEAR,NONE,DRY,-115.2550771,36.15902958,PROPERTY DAMAGE ONLY,02/17/2016,25,N,LVMPD,2223445,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,PALMHURST DR,SR159
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1683437,36.17563486,INJURY CRASH,02/15/2016,236,W,NHP,2226758,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SR599 S TO US95/IR15S INT77,US95S
DARK - SPOT LIGHTING,CLEAR,NONE,WET,-115.15354479999999,36.17301531,PROPERTY DAMAGE ONLY,02/15/2016,1500,N,NHP,2226760,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15N TO MLK N/S INT42,IR15N TO US95N/MLK N/S INT42
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.24368670000001,36.19583212,INJURY CRASH,02/15/2016,20,N,NHP,2234204,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO LAKE MEAD BLVD W INT82,LAKE MEAD BLVD
DAWN,CLEAR,NONE,DRY,-115.27425579999999,36.21837993,INJURY CRASH,02/15/2016,15,W,LVMPD,2223332,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,CHEYENNE AVE,SOARING GULLS DR
DAYLIGHT,CLEAR,NONE,DRY,-115.2788447,36.21001561,INJURY CRASH,02/15/2016,10,N,LVMPD,2223338,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,RAMPART BLVD,DEL WEBB BLVD
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.25470290000001,36.26288821,PROPERTY DAMAGE ONLY,02/15/2016,25,W,NHP,2226761,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,ANN RD,US95S TO FRCL22E/W INT86
DAYLIGHT,CLEAR,NONE,DRY,-115.2114491,36.31676814,INJURY CRASH,02/16/2016,0,AT INT,LVMPD,2223377,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,BRENT LN,THOM BLVD
DAWN,CLEAR,NONE,DRY,-115.2810912,36.27296078,INJURY CRASH,02/16/2016,500,N,LVMPD,2223375,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N DURANGO DR,GRAND MONTECITO PKWY
DAYLIGHT,CLEAR,NONE,DRY,-115.2602628,36.29769611,INJURY CRASH,02/16/2016,30,W,LVMPD,2223376,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,FARM RD,N BUFFALO DR
DAYLIGHT,CLEAR,NONE,DRY,-115.3013352,36.32055248,INJURY CRASH,02/16/2016,250,S,LVMPD,2223401,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N TEE PEE LN,IRON MOUNTAIN RD
DUSK,CLEAR,NONE,DRY,-115.1352269,36.15872647,PROPERTY DAMAGE ONLY,02/16/2016,40,E,LVMPD,2223381,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR159,S 13TH ST
DAYLIGHT,CLEAR,NONE,DRY,-115.1580616,36.14807765,INJURY CRASH,02/16/2016,0,AT INT,LVMPD,2223398,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,FAIRFIELD AVE,W ST LOUIS AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.0981379,36.16598459,INJURY CRASH,02/16/2016,24,E,LVMPD,2223403,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,STEWART AVE,N PECOS RD
DAYLIGHT,CLEAR,NONE,DRY,-115.1161446,36.17739966,INJURY CRASH,02/16/2016,0,AT INT,LVMPD,2223404,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,HARRIS AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.0829686,36.16612729,INJURY CRASH,02/16/2016,0,AT INT,LVMPD,2223410,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,STEWART AVE,QUINCY ST
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.06217849999999,36.17561996,INJURY CRASH,02/16/2016,624,N,LVMPD,2223416,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR612,E BONANZA RD
DAYLIGHT,CLEAR,NONE,WET,-115.11756909999998,36.16783088,PROPERTY DAMAGE ONLY,02/16/2016,914,E,NHP,2226778,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,US95N,FRCL53 S/N TO US95N INT73
DAYLIGHT,CLEAR,NONE,DRY,-115.11756909999998,36.16783088,PROPERTY DAMAGE ONLY,02/16/2016,914,E,NHP,2226951,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,US95N,FRCL53 S/N TO US95N INT73
DAYLIGHT,CLEAR,NONE,DRY,-115.16636509999998,36.14930289,PROPERTY DAMAGE ONLY,02/16/2016,500,N,NHP,2234206,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.2513435,36.21809674,INJURY CRASH,02/16/2016,10,N,NHP,2226795,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,N TENAYA WAY,CHEYENNE AVE
,CLEAR,,,-115.20757140000002,36.1589519,PROPERTY DAMAGE ONLY,02/16/2016,100,E,LVMPD,2223379,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR159,MONTCLAIR ST
DAYLIGHT,CLEAR,NONE,DRY,-115.20824909999999,36.15895626,INJURY CRASH,02/16/2016,100,W,LVMPD,2223380,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR159,MONTCLAIR ST
,CLEAR,,,-115.2060364,36.16624891,PROPERTY DAMAGE ONLY,02/16/2016,50,S,LVMPD,2223389,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,S DECATUR BLVD,ALTA DR
DAYLIGHT,CLEAR,NONE,DRY,-115.224369,36.16621851,INJURY CRASH,02/16/2016,0,AT INT,LVMPD,2223395,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,ALTA DR,EDEN CIR
,CLEAR,,,-115.1728011,36.15858056,PROPERTY DAMAGE ONLY,02/16/2016,60,S,LVMPD,2223402,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,RANCHO DR,SR159
DAYLIGHT,CLEAR,NONE,DRY,-115.2060058,36.17185269,PROPERTY DAMAGE ONLY,02/16/2016,86,S,LVMPD,2223409,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,DECATUR BLVD,CHURCHILL AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.23417009999999,36.14931852,INJURY CRASH,02/16/2016,146,S,LVMPD,2223412,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,S TORREY PINES DR,COBALT LN
,CLEAR,,,-115.17280690000001,36.15833331,PROPERTY DAMAGE ONLY,02/16/2016,150,S,LVMPD,2223420,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,RANCHO DR,SR159
DAYLIGHT,CLEAR,NONE,DRY,-115.25244909999999,36.17818974,INJURY CRASH,02/16/2016,600,E,NHP,2226776,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,W SUMMERLIN PKWY,W SUMMERLIN PKWY TO BUFFALO DR
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.16870559999998,36.14699784,PROPERTY DAMAGE ONLY,02/16/2016,576,S,NHP,2226800,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,IR15S TO SR589W INT40A
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.1677688,36.14806241,PROPERTY DAMAGE ONLY,02/16/2016,100,S,NHP,2226801,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,IR15S TO SR589W INT40A
DAYLIGHT,CLEAR,NONE,WET,-115.1761892,36.17494699,INJURY CRASH,02/16/2016,150,S,NHP,2226768,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO IR15S INT42
DAYLIGHT,CLEAR,NONE,DRY,-115.1926304,36.17246002,PROPERTY DAMAGE ONLY,02/16/2016,900,N,LVMPD,2223388,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,S VALLEY VIEW BLVD,MEADOWS LN
DAYLIGHT,CLEAR,NONE,WET,-115.1926182,36.17472706,PROPERTY DAMAGE ONLY,02/16/2016,0,AT INT,NHP,2226779,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,VALLEY VIEW BLVD,VALLEY VIEW BLVD N/S TO US95S
DAYLIGHT,CLEAR,NONE,DRY,-115.1817585,36.18576365,INJURY CRASH,02/16/2016,0,AT INT,LVMPD,2223397,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,RIVERSIDE DR,TUMBLEWEED AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.14391280000001,36.19559141,INJURY CRASH,02/16/2016,318,W,LVMPD,2223418,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,LAKE MEAD BLVD,LOSEE RD
DAYLIGHT,CLEAR,NONE,WET,-115.15221340000001,36.17393967,PROPERTY DAMAGE ONLY,02/16/2016,300,N,NHP,2226769,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S,FRCL54/MLKING TO US95S INT76
DUSK,CLEAR,NONE,WET,-115.150465,36.17449898,INJURY CRASH,02/16/2016,250,S,NHP,2226793,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N,US95N TO IR15N INT42
